id_dokumen;par_id;tanggal;unit;jenis_laporan;paragraf_raw;paragraf_chars;paragraf_clean;topic_id;topic_score;pestle
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;936;2023;Unknown;laporan_tahunan;UMKM, menghasilkan capaian sebesar 101% dari target awal 300 pelaku usaha. Di samping;85;umkm hasil capai besar 101 target awal 300 laku usaha samping;4;0.7318338459456487;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;937;2023;Unknown;laporan_tahunan;itu, tingkat efektivitas pendampingan saat pelaksanaan kegiatan sampai dengan akhir 2023;88;tingkat efektivitas damping saat laksana giat sampai akhir 2023;1;0.7293783851450181;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;938;2023;Unknown;laporan_tahunan;diperoleh nilai sebesar 100%, yang menunjukkan bahwa seluruh peserta berproses pada;83;oleh nilai besar 100 tunjuk bahwa seluruh serta proses;4;0.7741661590248966;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;939;2023;Unknown;laporan_tahunan;saat pendampingan. Total anggaran kegiatan Coaching Clinic dalam Rangka Jemput Bola Registrasi Pangan;101;saat damping total anggar giat coaching clinic rangka jemput bola registrasi pangan;1;0.8508928106309619;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;940;2023;Unknown;laporan_tahunan;Olahan bagi UMKM pada tahun 2023 sebesar Rp. 307.286.000,- dengan jumlah realisasi;82;olah bagi umkm tahun 2023 besar 307 286 000 jumlah realisasi;1;0.550029777465898;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;941;2023;Unknown;laporan_tahunan;serapan anggaran secara keseluruhan adalah Rp. 307.286.000 (100%). Peserta desk berdasarkan skala usaha, terdiri dari 106 pelaku usaha skala Mikro, 81;150;serap anggar cara seluruh 307 286 000 100 serta desk dasar skala usaha diri 106 laku usaha skala mikro;4;0.47546176713338056;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;942;2023;Unknown;laporan_tahunan;pelaku usaha skala kecil, dan 18 pelaku usaha skala menengah. Perolehan nomor Perizinan;87;laku usaha skala kecil laku usaha skala tengah oleh nomor izin;4;0.9580900810678197;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;943;2023;Unknown;laporan_tahunan;Berusaha Untuk Menunjang Kegiatan Usaha (PB-UMKU) berdasarkan skala usaha diperoleh untuk skala Mikro sebanyak 281 NIE, skala Kecil 206 NIE, dan skala menengah;159;usaha tunjang giat usaha umku dasar skala usaha oleh skala mikro banyak 281 nie skala kecil 206 nie skala tengah;4;0.796366032105077;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;944;2023;Unknown;laporan_tahunan;117 NIE. 70 3.7.2 Sosialisasi dan Desk Registrasi Dalam Rangka Jemput Bola Registrasi Pangan;92;117 nie sosialisasi desk registrasi rangka jemput bola registrasi pangan;1;0.7804110722543133;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;945;2023;Unknown;laporan_tahunan;Kegiatan Sosialisasi dan Desk Registrasi dalam Rangka Jemput Bola Registrasi Pangan Olahan ini bertujuan untuk meningkatkan pengetahuan dan pemahaman tentang;157;giat sosialisasi desk registrasi rangka jemput bola registrasi pangan olah tuju tingkat tahu paham tentang;4;0.5521533254893014;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;946;2023;Unknown;laporan_tahunan;registrasi pangan olahan melalui sosialisasi kepada pelaku usaha serta untuk mempercepat;88;registrasi pangan olah sosialisasi kepada laku usaha cepat;4;0.9442465081730764;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;947;2023;Unknown;laporan_tahunan;proses registrasi (jemput bola) melalui konsultasi tatap muka antara pendaftar dan petugas;90;proses registrasi jemput bola konsultasi tatap muka antara daftar tugas;1;0.7449515474753656;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;948;2023;Unknown;laporan_tahunan;pusat sehingga Perizinan Berusaha Untuk Menunjang Kegiatan Usaha (PB-UMKU) dapat;80;pusat izin usaha tunjang giat usaha umku dapat;4;0.9399104655044351;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;949;2023;Unknown;laporan_tahunan;langsung diterbitkan. Kegiatan ini dilaksanakan dalam dua (2) bentuk, yaitu secara luring;89;langsung terbit giat laksana dua bentuk cara luring;1;0.5850473929184928;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;950;2023;Unknown;laporan_tahunan;(visitasi) dan secara daring (virtual/online). Kegiatan luring dilaksanakan sebanyak 53 kali;92;visitasi cara daring virtual online giat luring laksana banyak kali;1;0.8561142121672415;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;951;2023;Unknown;laporan_tahunan;dan kegiatan daring dilaksanakan sebanyak 44 kali, sehingga total kegiatan dilaksanakan;87;giat daring laksana banyak kali total giat laksana;1;0.9303055341924963;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;952;2023;Unknown;laporan_tahunan;sebanyak 97 kali dan dengan rincian 60 kali di Balai Besar/Balai POM dan 37 kali di Loka;88;banyak kali rincian kali balai besar balai pom kali loka;5;0.9478116977047313;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;953;2023;Unknown;laporan_tahunan;POM. Total anggaran kegiatan Sosialisasi dan Desk Registrasi dalam Rangka Jemput Bola;85;pom total anggar giat sosialisasi desk registrasi rangka jemput bola;1;0.8990882819794707;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;954;2023;Unknown;laporan_tahunan;Registrasi Pangan Olahan pada tahun 2023 sebesar Rp. 1.653.937.000,- dengan jumlah;82;registrasi pangan olah tahun 2023 besar 653 937 000 jumlah;1;0.5336672154566011;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;955;2023;Unknown;laporan_tahunan;realisasi serapan anggaran secara keseluruhan adalah Rp. 1.653.600.977,- (99,98%).;82;realisasi serap anggar cara seluruh 653 600 977;1;0.9351368787364045;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;956;2023;Unknown;laporan_tahunan;Target fisik kegiatan Sosialisasi dan Desk Registrasi dalam Rangka Jemput Bola Registrasi Pangan Olahan pada tahun 2023 yaitu sebanyak 1850 peserta Pelaku usaha;160;target fisik giat sosialisasi desk registrasi rangka jemput bola registrasi pangan olah tahun 2023 banyak 1850 serta laku usaha;4;0.5907242358254745;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;957;2023;Unknown;laporan_tahunan;yang ditargetkan mengikuti Desk Registrasi, sedangkan pelaku usaha yang mengikuti Desk;86;target ikut desk registrasi sedang laku usaha ikut desk;4;0.7739343559915547;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;958;2023;Unknown;laporan_tahunan;Registrasi mencapai 2105 pelaku usaha atau 113.78% dari target yang ditetapkan. Tingkat;87;registrasi capai 2105 laku usaha 113 target tetap tingkat;4;0.49811525684526176;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;959;2023;Unknown;laporan_tahunan;efektivitas pendampingan saat pelaksanaan kegiatan sampai dengan akhir Desember 2023,;85;efektivitas damping saat laksana giat sampai akhir desember 2023;1;0.9505933736288185;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;960;2023;Unknown;laporan_tahunan;diperoleh nilai sebesar 99.57% dengan jumlah peserta berproses saat pendampingan;80;oleh nilai besar jumlah serta proses saat damping;4;0.9401641190098308;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;961;2023;Unknown;laporan_tahunan;sebanyak 2096 pelaku usaha dari 2105 pelaku usaha yang menerima pendampingan. 1. Sebaran Peserta Kegiatan Sosialisasi dan Desk Registrasi Pangan Olahan;151;banyak 2096 laku usaha 2105 laku usaha terima damping sebar serta giat sosialisasi desk registrasi pangan olah;4;0.9665557442682926;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;962;2023;Unknown;laporan_tahunan;Peserta Sosialisasi terbanyak berasal dari Skala Usaha Mikro, sesuai dengan data pada;85;serta sosialisasi banyak asal skala usaha mikro sesuai data;4;0.8466353227513121;Technological
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;963;2023;Unknown;laporan_tahunan;isian daftar hadir yang diisi oleh peserta, di antaranya terdapat peserta dari pelaku;85;isi daftar hadir isi serta antara dapat serta laku;4;0.5406080394491745;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;964;2023;Unknown;laporan_tahunan;usaha mikro yang baru dan tertarik untuk mendaftarkan produk pangan olahannya di;80;usaha mikro baru tarik daftar produk pangan olah;4;0.9356911080157049;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;965;2023;Unknown;laporan_tahunan;71 Badan POM. Sama halnya seperti Peserta Sosialisasi, Peserta Desk Registrasi juga;83;badan pom sama hal seperti serta sosialisasi serta desk registrasi juga;4;0.7387787293231355;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;966;2023;Unknown;laporan_tahunan;masih didominasi oleh Skala Usaha Mikro. 2. Output Kegiatan Desk Registrasi Pangan Olahan;89;masih dominasi skala usaha mikro output giat desk registrasi pangan olah;4;0.5763909022111937;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;967;2023;Unknown;laporan_tahunan;Pada grafik dapat dilihat bahwa output kegiatan pada hari H pelaksanaan desk registrasi;87;grafik dapat lihat bahwa output giat hari laksana desk registrasi;4;0.7818128783396125;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;968;2023;Unknown;laporan_tahunan;meningkat dibandingkan dengan saat monitoring yang dilakukan pada akhir tahun. Hal;82;tingkat banding saat monitoring laku akhir tahun hal;4;0.9235295622535611;Technological
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;969;2023;Unknown;laporan_tahunan;ini mencerminkan bahwa adanya progress dari bertambahnya akun yang disetujui, aju;81;cermin bahwa ada progress tambah akun tuju aju;4;0.9070814975074405;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;970;2023;Unknown;laporan_tahunan;yang berproses, dan jumlah Perizinan Berusaha Untuk Menunjang Kegiatan Usaha (PB-;81;proses jumlah izin usaha tunjang giat usaha;4;0.9358237968050112;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;971;2023;Unknown;laporan_tahunan;UMKU) yang dihasilkan. Bertambahnya jumlah Perizinan Berusaha Untuk Menunjang Kegiatan Usaha (PB-UMKU) dilihat dari aju yang berprogress pada hari H pelaksanaan;160;umku hasil tambah jumlah izin usaha tunjang giat usaha umku lihat aju berprogress hari laksana;4;0.9601954491140865;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;972;2023;Unknown;laporan_tahunan;kegiatan dan aju yang baru berproses dari pelaku usaha yang baru mendapatkan akun;81;giat aju baru proses laku usaha baru dapat akun;4;0.9240412878866688;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;973;2023;Unknown;laporan_tahunan;perusahaan setelah hari H kegiatan desk registrasi. 3. Sebaran Data Pelaku Usaha Desk Registrasi dan Jumlah Perizinan Berusaha Untuk;132;usaha telah hari giat desk registrasi sebar data laku usaha desk registrasi jumlah izin usaha;4;0.7221699982452564;Technological
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;974;2023;Unknown;laporan_tahunan;Menunjang Kegiatan Usaha (PB-UMKU) berdasarkan Provinsi Peserta desk registrasi terbanyak berasal dari Provinsi DKI Jakarta, karena selama;138;tunjang giat usaha umku dasar provinsi serta desk registrasi banyak asal provinsi dki jakarta lama;4;0.9690404900757508;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;975;2023;Unknown;laporan_tahunan;tahun 2023, kegiatan Sosialisasi dan Desk Registrasi berkolaborasi dengan Balai Besar;85;tahun 2023 giat sosialisasi desk registrasi kolaborasi balai besar;4;0.6798181978605832;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;976;2023;Unknown;laporan_tahunan;POM di Jakarta sudah diadakan sebanyak 10 kali. Kemudian, disusul dengan Jawa 72;80;pom jakarta sudah ada banyak kali kemudian susul jawa;5;0.9301424520663212;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;977;2023;Unknown;laporan_tahunan;Barat (kolaborasi dengan BBPOM Bandung sebanyak 2 kali, Balai POM di Tasikmalaya;80;barat kolaborasi bbpom bandung banyak kali balai pom tasikmalaya;5;0.6467310353373507;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;978;2023;Unknown;laporan_tahunan;sebanyak 3 kali, dan Loka POM di Kabupaten Bogor sebanyak 2 kali), sama dengan total pelaku usaha desk registrasi di Provinsi Jawa Timur (BBPOM di Surabaya;155;banyak kali loka pom kabupaten bogor banyak kali sama total laku usaha desk registrasi provinsi jawa timur bbpom surabaya;5;0.6300677222956498;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;979;2023;Unknown;laporan_tahunan;sebanyak 3 kali (di Surabaya, Madiun, dan Malang), dengan Balai POM di Kediri sebanyak 1 kali, dan Loka POM di Kab. Jember sebanyak 1 kali. Di samping itu, pada;160;banyak kali surabaya madiun malang balai pom diri banyak kali loka pom kab jember banyak kali samping;5;0.9678243522478411;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;980;2023;Unknown;laporan_tahunan;Provinsi Papua Tengah, Papua Pegunungan, dan Papua Selatan belum diadakan desk registrasi.;90;provinsi papua tengah papua gunung papua selatan belum ada desk registrasi;3;0.5607262373829295;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;981;2023;Unknown;laporan_tahunan;Gambar 32 Sebaran Perizinan Berusaha Untuk Menunjang Kegiatan Usaha (PB-UMKU) peserta desk registrasi 2023;106;gambar sebar izin usaha tunjang giat usaha umku serta desk registrasi 2023;4;0.8041327075956048;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;982;2023;Unknown;laporan_tahunan;Jumlah Sebaran Nomor Perizinan Berusaha Untuk Menunjang Kegiatan Usaha (PB- UMKU) tertinggi diperoleh dari Provinsi DKI Jakarta selaras dengan banyaknya peserta;160;jumlah sebar nomor izin usaha tunjang giat usaha umku tinggi oleh provinsi dki jakarta selaras banyak serta;4;0.9711046654733942;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;983;2023;Unknown;laporan_tahunan;desk terbanyak (436 pelaku usaha yang mengikuti desk registrasi), diikuti dengan;80;desk banyak 436 laku usaha ikut desk registrasi ikut;4;0.8748191678160342;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;984;2023;Unknown;laporan_tahunan;Provinsi Jawa Tengah sebanyak 350 izin edar dari total 179 Pelaku usaha (Peringkat 4;84;provinsi jawa tengah banyak 350 izin edar total 179 laku usaha peringkat;1;0.49047959487721804;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;985;2023;Unknown;laporan_tahunan;Provinsi dengan Peserta desk terbanyak), dan Jawa Timur sebanyak 281 izin edar dari;83;provinsi serta desk banyak jawa timur banyak 281 izin edar;4;0.9506700473347666;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;986;2023;Unknown;laporan_tahunan;total 181 Pelaku usaha (Peringkat 3 Provinsi dengan Peserta desk terbanyak). Di samping itu, pada Provinsi Papua Tengah, Papua Pegunungan, dan Papua Selatan;156;total 181 laku usaha peringkat provinsi serta desk banyak samping provinsi papua tengah papua gunung papua selatan;4;0.5319661848985402;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;987;2023;Unknown;laporan_tahunan;belum diadakan desk registrasi sehingga belum mendapatkan Perizinan Berusaha Untuk Menunjang Kegiatan Usaha (PB-UMKU).;118;belum ada desk registrasi belum dapat izin usaha tunjang giat usaha umku;4;0.9636467138435403;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;988;2023;Unknown;laporan_tahunan;73 3.7.3 Komunikasi, Informasi dan Edukasi Registrasi Pangan Olahan Kegiatan Komunikasi, Informasi dan Edukasi (KIE) Tahun 2023 bertujuan untuk;143;komunikasi informasi edukasi registrasi pangan olah giat komunikasi informasi edukasi kie tahun 2023 tuju;1;0.6270342746983306;Social
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;989;2023;Unknown;laporan_tahunan;meningkatkan penyebaran informasi dan edukasi kepada masyarakat serta meningkatkan;82;tingkat sebar informasi edukasi kepada masyarakat tingkat;1;0.9236709010675958;Social
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;990;2023;Unknown;laporan_tahunan;kesadaran dan peran serta masyarakat dalam mendukung pengawasan obat dan makanan.;81;sadar peran masyarakat dukung awas obat makan;3;0.9304474644400578;Social
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;991;2023;Unknown;laporan_tahunan;Kegiatan ini diselenggarakan bekerjasama dengan Tokoh Masyarakat dari Fraksi PDIP;81;giat selenggara bekerjasama tokoh masyarakat fraksi pdip;1;0.832387127029633;Social
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;992;2023;Unknown;laporan_tahunan;Komisi IX, Bapak Dr. H. H. Edy Wuryanto, S.KP., M.Kep. dengan mengusung tema Informasi;86;komisi bapak edy wuryanto kep usung tema informasi;1;0.8329223545378095;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;993;2023;Unknown;laporan_tahunan;Nilai Gizi pada Pangan Olahan untuk Menurunkan Risiko Stunting khususnya di daerah;82;nilai gizi pangan olah turun risiko stunting khusus daerah;2;0.9356687765663533;Political
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;994;2023;Unknown;laporan_tahunan;Grobogan Jawa Tengah, sehingga diharapkan informasi terkait pencegahan stunting dapat;85;grobogan jawa tengah harap informasi kait cegah stunting dapat;2;0.4236545878363445;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;995;2023;Unknown;laporan_tahunan;disampaikan hingga satuan wilayah terkecil. Kegiatan KIE tahun 2023 dilaksanakan 12 kali dengan melibatkan peserta sejumlah;123;sampai hingga satu wilayah kecil giat kie tahun 2023 laksana kali libat serta jumlah;4;0.6179047653562442;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;996;2023;Unknown;laporan_tahunan;6000 peserta atau 500 peserta dalam tiap kegiatan. Kegiatan ini dibiayai oleh Rupiah Murni;90;6000 serta 500 serta tiap giat giat biaya rupiah murni;2;0.733939983848198;Economic
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;997;2023;Unknown;laporan_tahunan;Pelaksanaan Anggaran (DIPA) Badan POM RI No. 063.01.1.4451. Tanggal 30 November 2022. Pelaksanaan kegiatan KIE di Direktorat Registrasi Pangan Olahan tahun;155;laksana anggar dipa badan pom 063 4451 tanggal november 2022 laksana giat kie direktorat registrasi pangan olah tahun;1;0.45256369067827923;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;998;2023;Unknown;laporan_tahunan;2022 mencapai realisasi anggaran sebesar 100% dengan realisasi belanja Rp Rp 1.967,587,130,-. Selain itu Kegiatan ini mencapai realisasi fisik sebesar 100% dengan target;169;2022 capai realisasi anggar besar 100 realisasi belanja 967 587 130 selain giat capai realisasi fisik besar 100 target;5;0.5078455045452962;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;999;2023;Unknown;laporan_tahunan;output 12 (Dua belas) titik dan diikuti oleh 6000 peserta. KIE dilaksanakan dengan menggunakan metode talkshow dengan materi Pencegahan;135;output dua belas titik ikut 6000 serta kie laksana guna metode talkshow materi cegah;1;0.606738396081756;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1000;2023;Unknown;laporan_tahunan;Stunting dan Informasi Nilai Gizi pada Pangan Olahan untuk Menghindari Risiko Stunting.;87;stunting informasi nilai gizi pangan olah hindar risiko stunting;2;0.9402051912853656;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1001;2023;Unknown;laporan_tahunan;Target Peserta berasal dari masyarakat umum di daerah setempat. Agenda pelaksanaan;82;target serta asal masyarakat umum daerah tempat agenda laksana;3;0.5352885258277537;Political
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1002;2023;Unknown;laporan_tahunan;kegiatan KIE tahun 2023 dapat dilihat pada Tabel 28. 74 Jumlah KIE Tanggal Tempat;81;giat kie tahun 2023 dapat lihat tabel jumlah kie tanggal tempat;4;0.82229969605307;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1003;2023;Unknown;laporan_tahunan;Peserta Graha Larasati, Jl Makam Pahlawan, Tempelan, 500 Orang 1 8 April 2023 Kecamatan Blora, Kabupaten Blora, Jawa Tengah;123;serta graha larasati makam pahlawan tempel 500 orang april 2023 camat blora kabupaten blora jawa tengah;1;0.7999935706912306;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1004;2023;Unknown;laporan_tahunan;Gedung SOS Jl. Ronggolawe No.1, Sidomulyo, 500 Orang 2 9 April 2023 Cepu, Kec. Cepu, Kabupaten Blora, Jawa Tengah;113;gedung sos ronggolawe sidomulyo 500 orang april 2023 cepu kec cepu kabupaten blora jawa tengah;5;0.48498225102940923;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1005;2023;Unknown;laporan_tahunan;Pendopo Desa Bogem, Kecamatan Japah, 500 Orang 3 12 April 2023 Kabupaten Blora, Jawa Tengah;91;pendopo desa bogem camat japah 500 orang april 2023 kabupaten blora jawa tengah;1;0.7312186425161282;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1006;2023;Unknown;laporan_tahunan;Gedung Futsal Kartika, Desa Gubug, Kecamatan 500 Orang 4 13 April 2023 Gubug Kabupaten Grobogan, Jawa Tengah;108;gedung futsal kartika desa gubug camat 500 orang april 2023 gubug kabupaten grobogan jawa tengah;1;0.42510227495166353;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1007;2023;Unknown;laporan_tahunan;Gedung Sasono Sekar Arum, Kelurahan Wulung, 500 Orang 5 16 April 2023 Kecamatan Randublatung, Kabupaten Blora,;110;gedung sasono sekar arum lurah wulung 500 orang april 2023 camat randublatung kabupaten blora;1;0.7081782956871584;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1008;2023;Unknown;laporan_tahunan;Gedung Futsal Kartika, Desa Gubug, 500 Orang Kecamatan Gubug Kabupaten Grobogan, Jawa;85;gedung futsal kartika desa gubug 500 orang camat gubug kabupaten grobogan jawa;2;0.3599205893175114;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1009;2023;Unknown;laporan_tahunan;6 2 Juni 2023 Tengah Lapangan Tribuana, Desa Japah, Kecamatan 500 Orang 7 3 Juni 2023;85;juni 2023 tengah lapang tribuana desa japah camat 500 orang juni 2023;1;0.9507803075512433;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1010;2023;Unknown;laporan_tahunan;Japah, Kabupaten Blora, Jawa Tengah Lapangan Sepak Bola Bina Taruna, Desa 500 Orang;83;japah kabupaten blora jawa tengah lapang sepak bola bina taruna desa 500 orang;1;0.960074419743484;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1011;2023;Unknown;laporan_tahunan;8 4 Juni 2023 Kapuan, Kecamatan Cepu, Kabupaten Blora, Jawa Tenga Basecamp Selo Arum, Desa Tegowanu Wetan, 500 Orang;116;juni 2023 kapu camat cepu kabupaten blora jawa tenga basecamp selo arum desa tegowanu wetan 500 orang;1;0.6969603294566957;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1012;2023;Unknown;laporan_tahunan;9 9 Juni 2023 Kecamatan Tegowanu, Kabupaten Grobogan, Lapangan Sepak Bola Dk. Ngablak, Desa 500 Orang;101;juni 2023 camat tegowanu kabupaten grobogan lapang sepak bola ngablak desa 500 orang;1;0.7624379479273329;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1013;2023;Unknown;laporan_tahunan;10 10 Juni 2023 Padaan, Kecamatan Japah, Kabupaten Blora, Lapangan Sepak Bola, Desa Karangtawang, 500 Orang;107;juni 2023 pada camat japah kabupaten blora lapang sepak bola desa karangtawang 500 orang;1;0.861962451227963;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1014;2023;Unknown;laporan_tahunan;11 11 Juni 2023 Kecamatan Tunjungan, Kabupaten Blora, Jawa Tengah Lapangan Sepak Bola Brabo, Desa Brabo, 500 Orang;114;juni 2023 camat tunjung kabupaten blora jawa tengah lapang sepak bola brabo desa brabo 500 orang;1;0.9665602480190114;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1015;2023;Unknown;laporan_tahunan;12 29 Juli 2023 Kecamatan Tanggungharjo, Kabupaten Grobogan, Jawa Tengah TOTAL 6000 Orang;89;juli 2023 camat tanggungharjo kabupaten grobogan jawa tengah total 6000 orang;1;0.4577252638419032;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1016;2023;Unknown;laporan_tahunan;Direktorat Registrasi Pangan Olahan telah melaksanakan Survei Efektivitas Kegiatan;82;direktorat registrasi pangan olah telah laksana survei efektivitas giat;2;0.7744073379546017;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1017;2023;Unknown;laporan_tahunan;KIE pada setiap pelaksanaan kegiatan KIE tahun 2023 Hasil Efektivitas pelaksanaan KIE;85;kie tiap laksana giat kie tahun 2023 hasil efektivitas laksana kie;4;0.834673926752067;Uncategorized
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1018;2023;Unknown;laporan_tahunan;ditampilkan dalam data tren indek efektivitas melalui Gambar 22 berikut: 75 Berdasarkan Analisis tren indeks efektivitas kegiatan KIE oleh Direktorat Registrasi;160;tampil data tren indek efektivitas gambar ikut dasar analisis tren indeks efektivitas giat kie direktorat registrasi;4;0.5628312420726135;Technological
Laporan Tahunan Direktorat Registrasi Pangan Olahan Tahun 2023;1019;2023;Unknown;laporan_tahunan;Pangan Olahan tahun 2023, secara umum terdapat peningkatan pada semua indikator dibandingkan indeks tahun 2022 yaitu dari 92,19 pada tahun 2022 menjadi 95,32 pada tahun;168;pangan olah tahun 2023 cara umum dapat tingkat semua indikator banding indeks tahun 2022 tahun 2022 jadi tahun;4;0.9700083615791782;Uncategorized
